"DCO",15.37,15.38,1.02,+0.16,15.52,8.85,"+1.04%",1.49,11083000,0.24,10.56,8.49,24124,"Ducommun Incorporated Common St",7610797.9527549,1
"ESL",65.63,65.82,4.86,-1.74,67.17,3.24,"-2.65%",1.32,29629000,1.04,14.26,11.77,281860,"Esterline Technologies Corporat",7610797.9527549,1
"HEI",59.64,59.72,2.06,-0.55,58.97,8.68,"-0.92%",2.29,66900000,3.25,25.92,23.54,121227,"Heico Corporation Common Stock",7610797.9527549,1
"HXL",44.06,44.08,1.32,-0.39,47.39,14.52,"-0.89%",1.56,93290000,2.21,17.40,14.90,225903,"Hexcel Corporation Common Stock",7610797.9527549,1
"KLXI",31.88,31.94,2.54,-0.10,34.08,8.18,"-0.31%",-1.11,52798000,0.99,14.51,12.41,181430,"KLX Inc.",7610797.9527549,1
"LMIA",8.98,8.98,-0.37,-0.10,8.88,8.16,"-1.11%",1.23,12994000,0.31,49.33,16.75,11625,"LMI Aerospace, Inc.",7610797.9527549,1
"OA",84.05,84.42,2.97,+1.16,89.00,1.69,"+1.38%",1.02,60186000,1.31,15.44,13.42,749084,"Orbital ATK, Inc. Common Stock",7610797.9527549,1
"RTN",122.95,122.95,-1.11,-0.56,123.00,2.30,"-0.46%",2.03,298997000,1.58,17.41,15.43,1847759,"Raytheon Company Common Stock",7610797.9527549,1
"COL",91.25,91.43,4.30,+0.72,93.30,7.10,"+0.79%",1.83,131131000,2.31,16.57,15.61,805278,"Rockwell Collins, Inc. Common S",7610797.9527549,1
"SPR",47.33,47.59,0.81,-0.63,50.71,4.60,"-1.33%",1.01,125925000,0.90,10.81,10.04,688497,"Spirit Aerosystems Holdings, In",7610797.9527549,1
"TDY",86.86,87.13,1.76,-0.45,90.84,6.99,"-0.52%",1.68,35400000,1.34,16.91,15.21,128704,"Teledyne Technologies Incorpora",7610797.9527549,1
"TDG",219.68,219.55,5.37,-0.05,230.92,8.13,"-0.02%",1.45,53466000,4.16,20.28,18.33,271548,"Transdigm Group Incorporated Tr",7610797.9527549,1
"TGI",32.02,32.18,0.84,-1.68,32.92,5.40,"-5.25%",3.34,49328000,0.40,5.51,5.56,744190,"Triumph Group, Inc. Common Stoc",7610797.9527549,1
